window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2,js_divergence,js_alert
104,0,0.4569,0,0.0,0.0,0.9887,0.0,0.9812,0.0,0.6379,0.0,0.5822,0,0.0,0,none,0,-0.9933,0.291,0.0,-2.2732,-0.3964,0.2273,0,-0.0686999999999999,0.1267,0,0,0,0,0,0.423205,0
105,0,0.6726,0,0.0,0.0,1.2716,0.0,2.3617,0.0,0.0,0.0,0.8145,0,0.0,0,none,0,1.3805,0.4045,0.0,2.3738,0.2157,0.1237,0,0.2322999999999999,0.4285,0,0,0,0,0,0.472336,1
106,0,0.6952,0,0.0,0.0,1.3997,0.0,0.949,0.0,0.0,0.0,0.557,0,0.0,0,none,0,-1.4127,0.4139,0.0,-2.7932,0.0226,0.0129,0,-0.2574999999999999,0.475,0,0,0,0,0,0.518874,1
107,0,0.6762,0,0.0,0.0,1.7422,0.0,1.4583,0.0,0.6379,0.0,0.9048,0,0.0,0,none,0,0.5093,0.1492,0.0,1.922,-0.019,0.0108,0,0.3478,0.6416,0,0,0,0,0,0.453927,1
108,0,0.6774,0,0.0,0.0,1.5367,0.0,1.2885,0.0,0.5468,0.0,0.5607,0,0.0,0,none,0,-0.1697999999999999,0.0497,0.0,-0.6790999999999999,0.0011999999999999,0.0006,0,-0.3441000000000001,0.6348,0,0,0,0,0,0.417613,0
109,0,0.579,0,0.0,0.0,0.2936,0.0,0.579,0.0,0.7291,0.0,0.8102,0,0.0,0,none,0,-0.7095,0.2078,0.0,-0.5397000000000001,-0.0984,0.0564,0,0.2495,0.4602,0,0,0,0,0,0.417613,0
110,0,0.1551,0,0.0,0.0,0.7574,0.0,0.988,0.0,0.3644,0.0,0.8588,0,0.0,0,none,0,0.409,0.1198,0.0,1.1185,-0.4238999999999999,0.2431,0,0.0485999999999999,0.0896,0,0,0,0,0,0.391575,0
111,0,0.6589,0,0.0,0.0,1.5367,0.0,1.4583,0.0,0.4556,0.0,0.9717,0,0.0,0,none,0,0.4702999999999999,0.1377,0.0,0.0612999999999999,0.5038,0.289,0,0.1129,0.2082,0,0,0,0,0,0.391575,0
112,0,0.2495,0,0.0,0.0,0.8449,0.0,1.1512,0.0,0.5468,0.0,1.0141,0,0.0,0,none,0,-0.3070999999999999,0.0899,0.0,-0.7773999999999999,-0.4094,0.2348,0,0.0423999999999999,0.0781,0,0,0,0,0,0.317091,0
113,0,0.9797,0,0.0,0.0,0.0,0.0,1.5438,0.0,1.9152,0.0,1.8066,0,0.0,0,none,0,0.3926,0.115,0.0,0.6997,0.7302,0.4189,0,0.7925,1.4621,0,0,0,0,0,0.328641,0
114,0,2.4249,0,0.3362,0.0,0.3812,0.0,0.6315,0.0,0.1757,0.0,0.6621,0,0.0,0,none,0,-0.9123,0.2673,0.0,-1.3049000000000002,1.4452,0.8291,0,-1.1445,2.1115,0,0,0,0,0,0.328641,0
115,0,0.551,0,0.0,0.0,1.9647,0.0,1.1188,0.0,0.5468,0.0,1.1836,0,0.0,0,none,0,0.4873,0.1427,0.0,1.3996000000000002,-1.8739,1.075,0,0.5215,0.9621,0,0,0,0,0,0.328641,0
116,0,0.9216,0,0.0,0.0,1.2031,0.0,1.5438,0.0,1.0954,0.0,0.8133,0,0.0,0,none,0,0.425,0.1245,0.0,-0.0623,0.3705999999999999,0.2125,0,-0.3702999999999999,0.6831,0,0,0,0,0,0.328641,0
117,0,1.0438,0,0.0,0.0,0.9291,0.0,0.9199,0.0,0.1757,0.0,0.5209,0,0.0,0,none,0,-0.6239,0.1827,0.0,-1.0489000000000002,0.1222,0.07,0,-0.2924,0.5394,0,0,0,0,0,0.365213,0
118,0,0.3193,0,0.0,0.0,0.5343,0.0,1.0093,0.0,0.2732,0.0,0.9198,0,0.0,0,none,0,0.0894,0.0261,0.0,0.7133,-0.7245000000000001,0.4156,0,0.3988999999999999,0.7359,0,0,0,0,0,0.393809,0
119,0,0.4352,0,0.0,0.0,1.6737,0.0,1.2885,0.0,0.0,0.0,0.5518,0,0.0,0,none,0,0.2791999999999999,0.0817,0.0,0.1897999999999998,0.1159,0.0664,0,-0.368,0.6789,0,0,0,0,0,0.372692,0
120,0,0.7913,0,0.0,0.0,1.3256,0.0,1.9308,0.0,0.7291,0.0,0.4375,0,0.0,0,none,0,0.6423000000000001,0.1881,0.0,0.3631000000000002,0.3561,0.2042,0,-0.1142999999999999,0.2108,0,0,0,0,0,0.372692,0
121,0,0.605,0,0.0,0.0,0.9202,0.0,1.4987,0.0,0.0,0.0,0.6646,0,0.0,0,none,0,-0.4321000000000001,0.1265,0.0,-1.0744000000000002,-0.1863,0.1068,0,0.2270999999999999,0.4189,0,0,0,0,0,0.44864,0
122,0,0.5643,0,0.0,0.0,1.6052,0.0,1.9485,0.0,0.3644,0.0,1.3562,0,0.0,0,none,0,0.4498,0.1317,0.0,0.8819000000000001,-0.0406999999999999,0.0233,0,0.6916000000000001,1.2759,0,0,0,0,0,0.517663,1
123,0,0.3319,0,0.0,0.0,1.0204,0.0,1.0531,0.0,0.7291,0.0,0.8949,0,0.0,0,none,0,-0.8954,0.2623,0.0,-1.3452,-0.2324,0.1333,0,-0.4613,0.851,0,0,0,0,0,0.525507,1
124,0,0.2191,0,0.0,0.0,1.379,0.0,0.8641,0.0,0.7291,0.0,0.6589,0,0.0,0,none,0,-0.1889999999999999,0.0553,0.0,0.7064,-0.1127999999999999,0.0646,0,-0.236,0.4353,0,0,0,0,0,0.525507,1
125,0,0.2076,0,0.0,0.0,1.3507,0.0,1.3478,0.0,0.7291,0.0,0.8549,0,0.0,0,none,0,0.4837000000000001,0.1417,0.0,0.6727000000000001,-0.0114999999999999,0.0065,0,0.1959999999999999,0.3615,0,0,0,0,0,0.491719,1
126,0,1.7253,0,0.0,0.0,0.9016,0.0,1.0315,0.0,0.459,0.0,0.338,0,0.0,0,none,0,-0.3163,0.0926,0.0,-0.8000000000000002,1.5177,0.8706,0,-0.5168999999999999,0.9536,0,0,0,0,0,0.430705,0
127,0,2.6342,0,0.3362,0.0,1.2031,0.0,1.9485,0.0,0.1863,0.0,0.6184,0,0.0,0,none,0,0.9169999999999998,0.2686,0.0,1.2332999999999998,0.9088999999999998,0.5214,0,0.2803999999999999,0.5172,0,0,0,0,0,0.421098,0
128,0,0.3411,0,0.0,0.0,0.4583,0.0,1.4368,0.0,0.3644,0.0,0.6069,0,0.0,0,none,0,-0.5116999999999998,0.1499,0.0,-1.4286999999999996,-2.2931,1.3155,0,-0.0114999999999999,0.0211,0,0,0,0,0,0.426742,0
129,0,0.8297,0,0.0,0.0,0.6527,0.0,1.4583,0.0,0.2772,0.0,0.3584,0,0.0,0,none,0,0.0214999999999998,0.0062,0.0,0.5331999999999997,0.4886,0.2802,0,-0.2485,0.4584,0,0,0,0,0,0.426271,0
130,0,0.2454,0,0.0,0.0,1.0661,0.0,0.6639,0.0,0.3644,0.0,0.7905,0,0.0,0,none,0,-0.7943999999999999,0.2327,0.0,-0.8158999999999997,-0.5843,0.3351,0,0.4321,0.7971,0,0,0,0,0,0.426271,0
131,0,0.6152,0,0.0,0.0,1.3997,0.0,0.949,0.0,0.0,0.0,0.7563,0,0.0,0,none,0,0.2850999999999999,0.0835,0.0,1.0795,0.3697999999999999,0.2121,0,-0.0342,0.063,0,0,0,0,0,0.398937,0
132,0,0.6301,0,0.0,0.0,1.3256,0.0,1.176,0.0,0.0,0.0,0.7184,0,0.0,0,none,0,0.2269999999999999,0.0664,0.0,-0.0580999999999999,0.0149,0.0085,0,-0.0378999999999999,0.0698,0,0,0,0,0,0.453764,1
133,0,0.4587,0,0.0,0.0,1.3708,0.0,1.5479,0.0,0.182,0.0,0.8636,0,0.0,0,none,0,0.3719000000000001,0.1089,0.0,0.1449000000000001,-0.1714,0.0983,0,0.1452,0.2678,0,0,0,0,0,0.449235,0
134,0,0.6633,0,0.0,0.0,0.5093,0.0,0.9932,0.0,0.0,0.0,0.8559,0,0.0,0,none,0,-0.5547000000000001,0.1625,0.0,-0.9266000000000002,0.2046,0.1173,0,-0.0077,0.0141,0,0,0,0,0,0.396783,0
135,0,0.2641,0,0.0,0.0,0.6921,0.0,0.7179,0.0,0.4556,0.0,0.8803,0,0.0,0,none,0,-0.2753,0.0806,0.0,0.2794000000000001,-0.3992,0.229,0,0.0243999999999999,0.0449,0,0,0,0,0,0.383091,0
136,0,0.5616,0,0.0,0.0,0.8215,0.0,0.7488,0.0,0.7291,0.0,1.1171,0,0.0,0,none,0,0.0309,0.009,0.0,0.3062,0.2975,0.1706,0,0.2368,0.4368,0,0,0,0,0,0.39456,0
137,0,0.6306,0,0.0,0.0,0.667,0.0,1.3729,0.0,0.4556,0.0,0.6756,0,0.0,0,none,0,0.6241,0.1828,0.0,0.5932,0.069,0.0395,0,-0.4415,0.8145,0,0,0,0,0,0.425087,0
138,0,1.23,0,0.0,0.0,0.6817,0.0,1.5874,0.0,0.0,0.0,0.7325,0,0.0,0,none,0,0.2144999999999999,0.0628,0.0,-0.4096000000000001,0.5993999999999999,0.3438,0,0.0569,0.1049,0,0,0,0,0,0.412653,0
139,0,0.5442,0,0.0,0.0,0.6306,0.0,1.2892,0.0,0.3644,0.0,0.7403,0,0.0,0,none,0,-0.2982,0.0873,0.0,-0.5126999999999999,-0.6858,0.3934,0,0.0077999999999999,0.0143,0,0,0,0,0,0.434965,0
140,0,0.4757,0,0.0,0.0,0.7449,0.0,0.2929,0.0,0.3644,0.0,1.2086,0,0.0,0,none,0,-0.9963,0.2919,0.0,-0.6980999999999999,-0.0685,0.0392,0,0.4682999999999999,0.8639,0,0,0,0,0,0.394615,0
141,0,2.4335,0,0.3362,0.0,1.2031,0.0,0.9567,0.0,1.1864,0.0,1.7105,0,0.0,0,none,0,0.6638,0.1944,0.0,1.6601,1.9578,1.1231,0,0.5019,0.9259,0,0,0,0,0,0.429893,0
142,0,0.7644,0,0.0,0.0,1.0661,0.0,1.1147,0.0,1.3682,0.0,1.9081,0,0.0,0,none,0,0.158,0.0462,0.0,-0.5057999999999999,-1.6691,0.9575,0,0.1976,0.3645,0,0,0,0,0,0.433186,0
143,0,0.7378,0,0.2128,0.0,1.0661,0.0,1.6955,0.0,0.1757,0.0,0.5534,0,0.0,0,none,0,0.5808,0.1701,0.0,0.4227999999999999,-0.0265999999999999,0.0152,0,-1.3546999999999998,2.4993,0,0,0,0,0,0.459925,1
144,0,0.6645,0,0.0,0.0,0.4583,0.0,1.1079,0.0,0.4556,0.0,0.6334,0,0.0,0,none,0,-0.5875999999999999,0.1721,0.0,-1.1684,-0.0733,0.042,0,0.0799999999999999,0.1475,0,0,0,0,0,0.514771,1
145,0,1.7537,0,0.0,0.0,1.2977,0.0,0.6129,0.0,0.182,0.0,0.5729,0,0.0,0,none,0,-0.4950000000000001,0.145,0.0,0.0925999999999998,1.0892,0.6248,0,-0.0605,0.1115,0,0,0,0,0,0.493882,1
146,0,0.5478,0,1.3108,0.0,1.0631,0.0,0.8602,0.0,0.1757,0.0,1.5069,0,0.0,0,none,0,0.2472999999999999,0.0724,0.0,0.7423000000000001,-1.2059000000000002,0.6918,0,0.934,1.7231,0,0,0,0,0,0.45642,1
147,0,0.5825,0,0.0,0.0,0.9291,0.0,0.9504,0.0,0.6379,0.0,0.8484,0,0.0,0,none,0,0.0902,0.0263,0.0,-0.1570999999999999,0.0347,0.0198,0,-0.6584999999999999,1.2148,0,0,0,0,0,0.424499,0
148,0,0.794,0,0.0,0.0,1.1761,0.0,1.6486,0.0,0.7291,0.0,0.8135,0,0.0,0,none,0,0.6982,0.2045,0.0,0.608,0.2115,0.1213,0,-0.0349,0.0643,0,0,0,0,0,0.403282,0
149,0,2.3565,0,0.0,0.0,1.2716,0.0,1.2963,0.0,0.5468,0.0,1.722,0,0.0,0,none,0,-0.3523,0.1032,0.0,-1.0505,1.5625,0.8963,0,0.9085,1.6761,0,0,0,0,0,0.331439,0
150,0,9.0101,1,0.3362,0.0,1.1449,0.0,0.6067,0.0,0.2732,0.0,1.3343,0,0.25,1,low,0,-0.6896,0.202,0.0,-0.3372999999999999,6.653599999999999,3.8171,1,-0.3876999999999999,0.7152,0,1,0,0,0,0.331439,0
151,0,0.6613,0,0.0,0.0,1.2698,0.0,1.811,0.0,0.7291,0.0,0.3893,0,0.0,0,none,0,1.2043,0.3528,0.0,1.8939,-8.348799999999999,4.7897,1,-0.945,1.7434,0,1,0,0,0,0.391214,0
152,0,1.0003,0,0.0,0.0,0.9616,0.0,1.5981,0.0,0.0,0.0,0.5613,0,0.0,0,none,0,-0.2128999999999998,0.0623,0.0,-1.4171999999999998,0.3389999999999999,0.1944,0,0.172,0.3172,0,0,0,0,0,0.400805,0
153,0,0.6838,0,0.0,0.0,1.4682,0.0,1.0339,0.0,0.0,0.0,0.5812,0,0.0,0,none,0,-0.5642,0.1653,0.0,-0.3513000000000001,-0.3165,0.1815,0,0.0199,0.0366,0,0,0,0,0,0.495392,1
154,0,0.3437,0,0.0,0.0,0.6551,0.0,1.1732,0.0,0.7291,0.0,0.5277,0,0.0,0,none,0,0.1392999999999999,0.0407,0.0,0.7035,-0.3400999999999999,0.195,0,-0.0535000000000001,0.0986,0,0,0,0,0,0.495392,1
155,0,0.8054,0,0.0,0.0,1.0509,0.0,1.4577,0.0,0.0,0.0,0.8669,0,0.0,0,none,0,0.2845,0.0833,0.0,0.1452,0.4617,0.2648,0,0.3392,0.6257,0,0,0,0,0,0.481681,1
156,0,0.5905,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.4556,0.0,0.9026,0,0.0,0,none,0,0.4907999999999999,0.1437,0.0,0.2062999999999999,-0.2148999999999999,0.1232,0,0.0356999999999999,0.0658,0,0,0,0,0,0.506032,1
157,0,0.6606,0,0.0,0.0,0.3038,0.0,1.3327,0.0,0.7291,0.0,1.2587,0,0.0,0,none,0,-0.6157999999999999,0.1804,0.0,-1.1065999999999998,0.0700999999999999,0.0401,0,0.3560999999999999,0.6569,0,0,0,0,0,0.506032,1
158,0,0.7031,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.756,0,0.0,0,none,0,1.2836,0.3761,0.0,1.8994,0.0424999999999999,0.0243,0,0.4973000000000001,0.9174,0,0,0,0,0,0.506032,1
159,0,0.6997,0,0.0,0.0,1.4682,0.0,1.0339,0.0,0.0,0.0,0.9225,0,0.0,0,none,0,-1.5823999999999998,0.4636,0.0,-2.866,-0.0033999999999999,0.0019,0,-0.8335,1.5377,0,0,0,0,0,0.469996,1
160,0,0.6982,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.6999,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0014999999999999,0.0008,0,-0.2226,0.4106,0,0,0,0,0,0.532567,1
161,0,0.5769,0,0.0,0.0,1.7422,0.0,0.0,0.0,0.5468,0.0,0.8503,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.1213,0.0695,0,0.1503999999999999,0.2774,0,0,0,0,0,0.455278,1
162,0,0.6686,0,0.0,0.0,1.8107,0.0,0.0,0.0,0.6379,0.0,0.6894,0,0.0,0,none,0,0.0,0.0,0.0,0.0,0.0917,0.0525,0,-0.1608999999999999,0.2968,0,0,0,0,0,0.428049,0
163,0,0.6557,0,0.0,0.0,1.6737,0.0,1.4583,0.0,0.5468,0.0,0.5602,0,0.0,0,none,0,0.4243999999999999,0.1243,0.0,2.0068,-0.0129,0.0073,0,-0.1291999999999999,0.2383,0,0,0,0,0,0.428049,0
164,0,1.9687,0,0.0,0.0,1.3854,0.0,1.9158,0.0,0.0,0.0,0.8423,0,0.0,0,none,0,0.4575,0.134,0.0,0.0331000000000001,1.313,0.7532,0,0.2821,0.5204,0,0,0,0,0,0.428049,0
165,0,0.68,0,0.0,0.0,0.2442,0.0,1.0883,0.0,0.5468,0.0,0.6036,0,0.0,0,none,0,-0.8274999999999999,0.2424,0.0,-1.285,-1.2887,0.7393,0,-0.2387,0.4403,0,0,0,0,0,0.443422,0
166,0,0.464,0,0.0,0.0,0.7211,0.0,0.579,0.0,0.6379,0.0,0.702,0,0.0,0,none,0,-0.5093000000000001,0.1492,0.0,0.3181999999999998,-0.216,0.1239,0,0.0983999999999999,0.1815,0,0,0,0,0,0.463976,1
167,0,0.5133,0,0.0,0.0,1.2976,0.0,0.8423,0.0,0.2732,0.0,1.1361,0,0.0,0,none,0,0.2633000000000001,0.0771,0.0,0.7726000000000002,0.0492999999999999,0.0282,0,0.4341000000000001,0.8008,0,0,0,0,0,0.495503,1
168,0,0.4871,0,0.0,0.0,0.7832,0.0,0.4787,0.0,0.0,0.0,1.2635,0,0.0,0,none,0,-0.3636,0.1065,0.0,-0.6269000000000001,-0.0262,0.015,0,0.1273999999999999,0.235,0,0,0,0,0,0.494402,1
169,0,0.6663,0,0.0,0.0,1.4726,0.0,0.805,0.0,0.6409,0.0,1.8083,0,0.0,0,none,0,0.3263,0.0955,0.0,0.6899000000000001,0.1792,0.1027,0,0.5448,1.0051,0,0,0,0,0,0.561446,1
170,0,0.8197,0,0.0,0.0,0.6306,0.0,1.2053,0.0,0.7318,0.0,1.9714,0,0.0,0,none,0,0.4003,0.1172,0.0,0.0739999999999999,0.1533999999999999,0.0879,0,0.1631,0.3008,0,0,0,0,0,0.545794,1
171,0,0.9497,0,0.0,0.0,0.0,0.0,1.457,0.0,1.2773,0.0,2.2962,0,0.0,0,none,0,0.2517,0.0737,0.0,-0.1485999999999999,0.13,0.0745,0,0.3247999999999997,0.5992,0,0,0,0,0,0.545794,1
172,0,0.8194,0,0.8853,0.0,1.1346,0.0,0.949,0.0,2.0064,0.0,3.105,1,0.25,1,low,0,-0.5080000000000001,0.1488,0.0,-0.7597000000000002,-0.1302999999999999,0.0747,0,0.8088000000000002,1.4921,0,0,0,0,0,0.599834,1
173,0,0.3644,0,1.3108,0.0,0.8606,0.0,0.673,0.0,0.3681,0.0,0.542,0,0.0,0,none,0,-0.2759999999999999,0.0808,0.0,0.2320000000000002,-0.455,0.261,0,-2.563,4.7286,1,1,0,0,0,0.57439,1
174,0,0.6292,0,0.0,0.0,0.6265,0.0,0.8737,0.0,0.1757,0.0,1.7548,0,0.0,0,none,0,0.2007,0.0587,0.0,0.4766999999999999,0.2648,0.1518,0,1.2128,2.2375,0,0,0,0,0,0.528793,1
175,0,2.7699,0,0.3362,0.0,0.8606,0.0,0.7283,0.0,0.3644,0.0,0.4884,0,0.0,0,none,0,-0.1454,0.0425,0.0,-0.3461000000000001,2.1407,1.2281,0,-1.2664,2.3364,0,0,0,0,0,0.511513,1
176,0,0.4323,0,0.0,0.0,0.5866,0.0,0.6479,0.0,0.2732,0.0,0.5226,0,0.0,0,none,0,-0.0803999999999999,0.0235,0.0,0.0650000000000001,-2.3376,1.341,0,0.0341999999999999,0.063,0,0,0,0,0,0.436458,0
177,0,0.7248,0,0.0,0.0,1.1761,0.0,1.3477,0.0,0.55,0.0,1.2177,0,0.0,0,none,0,0.6997999999999999,0.205,0.0,0.7801999999999998,0.2925,0.1677,0,0.6951,1.2824,0,0,0,0,0,0.403502,0
178,0,1.5022,0,0.0,0.0,1.0661,0.0,1.0334,0.0,0.4556,0.0,0.9964,0,0.0,0,none,0,-0.3142999999999998,0.092,0.0,-1.0140999999999996,0.7774,0.4459,0,-0.2213,0.4082,0,0,0,0,0,0.377737,0
179,0,0.2436,0,0.0,0.0,0.7121,0.0,0.6788,0.0,0.5468,0.0,0.8687,0,0.0,0,none,0,-0.3546000000000001,0.1038,0.0,-0.0403000000000003,-1.2586,0.722,0,-0.1276999999999999,0.2355,0,0,0,0,0,0.378798,0
180,0,2.4753,0,0.0,0.0,1.2423,0.0,3.4208,1.0,0.0,0.0,1.0303,0,0.5,1,low,0,2.742,0.8035,0.0,3.0966,2.2317,1.2803,0,0.1615999999999999,0.2981,0,0,0,0,0,0.376123,0
181,0,0.6722,0,0.0,0.0,1.2627,0.0,3.5715,1.0,0.0,0.0,0.5765,0,0.5,1,low,0,0.1507,0.0441,0.0,-2.5913,-1.8031,1.0344,0,-0.4538,0.8372,0,0,0,0,0,0.375055,0
182,0,0.5685,0,0.0,0.0,1.5263,0.0,1.6826,0.0,0.0,0.0,0.82,0,0.0,0,none,0,-1.8889,0.5535,0.0,-2.0396,-0.1037,0.0594,0,0.2434999999999999,0.4492,0,0,0,0,0,0.342007,0
183,0,0.4603,0,0.0,0.0,0.989,0.0,0.4898,0.0,0.7291,0.0,0.7998,0,0.0,0,none,0,-1.1928,0.3495,0.0,0.6960999999999997,-0.1082,0.062,0,-0.0201999999999999,0.0372,0,0,0,0,0,0.436521,0
184,0,0.444,0,0.8853,0.0,0.3956,0.0,1.1503,0.0,0.5468,0.0,0.6508,0,0.0,0,none,0,0.6605000000000001,0.1935,0.0,1.8533,-0.0162999999999999,0.0093,0,-0.1489999999999999,0.2748,0,0,0,0,0,0.435176,0
185,0,0.6482,0,0.0,0.0,1.2787,0.0,1.0089,0.0,0.0,0.0,0.8325,0,0.0,0,none,0,-0.1414000000000002,0.0413,0.0,-0.8019000000000003,0.2042,0.1171,0,0.1816999999999999,0.3351,0,0,0,0,0,0.505748,1
186,0,0.9772,0,0.0,0.0,0.8517,0.0,0.8641,0.0,0.7291,0.0,0.6334,0,0.0,0,none,0,-0.1447999999999999,0.0423,0.0,-0.0033999999999997,0.3289999999999999,0.1887,0,-0.1991,0.3672,0,0,0,0,0,0.4879,1
187,0,0.5929,0,0.0,0.0,0.5778,0.0,0.6826,0.0,0.1757,0.0,1.4681,0,0.0,0,none,0,-0.1815,0.0531,0.0,-0.0367,-0.3843,0.2204,0,0.8347,1.5399,0,0,0,0,0,0.498569,1
188,0,0.6887,0,0.0,0.0,0.0,0.0,2.2768,0.0,0.7291,0.0,0.7534,0,0.0,0,none,0,1.5942000000000005,0.4671,0.0,1.7757000000000005,0.0958,0.0549,0,-0.7147,1.3185,0,0,0,0,0,0.43057,0
189,0,0.4804,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.5468,0.0,1.8504,0,0.0,0,none,0,-0.3283000000000002,0.0961,0.0,-1.9225000000000003,-0.2082999999999999,0.1194,0,1.097,2.0239,0,0,0,0,0,0.377087,0
190,0,0.5411,0,0.0,0.0,0.2338,0.0,0.5832,0.0,0.182,0.0,0.5602,0,0.0,0,none,0,-1.3653,0.4,0.0,-1.0369999999999997,0.0607,0.0348,0,-1.2902,2.3803,0,0,0,0,0,0.359822,0
191,0,0.6352,0,0.0,0.0,0.9291,0.0,1.6826,0.0,0.3644,0.0,0.3259,0,0.0,0,none,0,1.0994000000000002,0.3221,0.0,2.4647,0.0940999999999999,0.0539,0,-0.2343,0.4322,0,0,0,0,0,0.358273,0
192,0,0.6843,0,0.0,0.0,0.7142,0.0,1.1133,0.0,0.0,0.0,0.6712,0,0.0,0,none,0,-0.5693000000000001,0.1667,0.0,-1.6687000000000003,0.0491,0.0281,0,0.3453,0.637,0,0,0,0,0,0.335051,0
193,0,0.5982,0,0.0,0.0,1.7422,0.0,1.9485,0.0,0.5468,0.0,1.1256,0,0.0,0,none,0,0.8351999999999999,0.2447,0.0,1.4045,-0.0861,0.0493,0,0.4543999999999999,0.8383,0,0,0,0,0,0.356265,0
194,0,0.3674,0,0.0,0.0,1.264,0.0,0.8337,0.0,0.7291,0.0,0.6509,0,0.0,0,none,0,-1.1147999999999998,0.3266,0.0,-1.95,-0.2307999999999999,0.1323,0,-0.4746999999999999,0.8757,0,0,0,0,0,0.402613,0
195,0,1.5666,0,0.0,0.0,0.3812,0.0,0.8342,0.0,0.3644,0.0,1.121,0,0.0,0,none,0,0.0005,0.0001,0.0,1.1153,1.1992,0.6879,0,0.4700999999999999,0.8672,0,0,0,0,0,0.397077,0
196,0,0.521,0,0.0,0.0,1.1539,0.0,0.5745,0.0,0.6409,0.0,0.6289,0,0.0,0,none,0,-0.2597,0.076,0.0,-0.2602000000000001,-1.0456,0.5998,0,-0.4921,0.9078,0,0,0,0,0,0.379598,0
197,0,0.9028,0,0.0,0.0,0.9976,0.0,1.2037,0.0,1.0954,0.0,1.2869,0,0.0,0,none,0,0.6292,0.1843,0.0,0.8889,0.3818,0.219,0,0.6579999999999999,1.2139,0,0,0,0,0,0.403125,0
198,0,0.7896,0,0.8853,0.0,1.1346,0.0,1.0585,0.0,0.3681,0.0,0.4234,0,0.0,0,none,0,-0.1452,0.0425,0.0,-0.7744,-0.1132,0.0649,0,-0.8634999999999999,1.5931,0,0,0,0,0,0.322677,0
199,0,0.7163,0,0.2128,0.0,0.3742,0.0,1.5172,0.0,0.3644,0.0,0.9036,0,0.0,0,none,0,0.4587000000000001,0.1343,0.0,0.6039000000000001,-0.0732999999999999,0.042,0,0.4801999999999999,0.8859,0,0,0,0,0,0.348329,0
200,0,0.7882,0,0.0,0.0,0.6638,0.0,0.9186,0.0,0.7291,0.0,0.3693,0,0.0,0,none,0,-0.5986000000000001,0.1753,0.0,-1.0573,0.0718999999999999,0.0412,0,-0.5343,0.9857,0,0,0,0,0,0.392948,0
201,0,0.6389,0,0.0,0.0,1.5367,0.0,1.1188,0.0,0.6379,0.0,1.4122,0,0.0,0,none,0,0.2002,0.0586,0.0,0.7988000000000002,-0.1493,0.0856,0,1.0429,1.9241,0,0,0,0,0,0.427348,0
202,0,0.6784,0,0.0,0.0,1.1346,0.0,2.0221,0.0,0.0,0.0,0.858,0,0.0,0,none,0,0.9033,0.2646,0.0,0.7031,0.0394999999999999,0.0226,0,-0.5541999999999999,1.0224,0,0,0,0,0,0.452065,1
203,0,0.6666,0,0.0,0.0,0.7236,0.0,1.5128,0.0,0.7291,0.0,0.2284,0,0.0,0,none,0,-0.5093000000000001,0.1492,0.0,-1.4126,-0.0118,0.0067,0,-0.6295999999999999,1.1615,0,0,0,0,0,0.472805,1
204,0,0.7161,0,0.0,0.0,1.2716,0.0,1.343,0.0,0.2732,0.0,0.9768,0,0.0,0,none,0,-0.1697999999999999,0.0497,0.0,0.3395000000000001,0.0494999999999999,0.0283,0,0.7484,1.3807,0,0,0,0,0,0.461108,1
205,0,0.6688,0,0.0,0.0,0.7221,0.0,1.1803,0.0,0.4556,0.0,0.6247,0,0.0,0,none,0,-0.1627,0.0476,0.0,0.0070999999999998,-0.0473,0.0271,0,-0.3520999999999999,0.6495,0,0,0,0,0,0.394018,0
206,0,0.6337,0,0.0,0.0,1.4682,0.0,1.2385,0.0,0.0,0.0,1.429,0,0.0,0,none,0,0.0582,0.017,0.0,0.2209000000000001,-0.0350999999999999,0.0201,0,0.8043,1.4838,0,0,0,0,0,0.454918,1
207,0,0.6657,0,0.0,0.0,1.2627,0.0,1.9485,0.0,0.5468,0.0,1.4392,0,0.0,0,none,0,0.71,0.208,0.0,0.6517999999999999,0.0319999999999999,0.0183,0,0.0101999999999999,0.0187,0,0,0,0,0,0.430828,0
208,0,0.6405,0,0.0,0.0,0.7252,0.0,1.343,0.0,0.7291,0.0,0.706,0,0.0,0,none,0,-0.6054999999999999,0.1774,0.0,-1.3155,-0.0252,0.0144,0,-0.7332000000000001,1.3527,0,0,0,0,0,0.435281,0
209,0,0.6885,0,0.0,0.0,1.2541,0.0,0.7614,0.0,0.0,0.0,0.5978,0,0.0,0,none,0,-0.5816,0.1704,0.0,0.0238999999999999,0.048,0.0275,0,-0.1081999999999999,0.1995,0,0,0,0,0,0.435281,0
