window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_avg_asymmetry,z_asymmetry_entropy,z_down_up_ratio
413,0,0.8899,0.4697,0,s6,0.8899,0.5184,0.0008
414,0,0.8847,0.5151,0,s6,0.8847,0.5639,0.0967
415,0,0.4841,0.4387,0,s6,0.4841,0.376,0.4559
416,0,0.8575,0.4697,0,s6,0.4207,0.8575,0.1308
417,0,0.3236,0.2154,0,s6,0.3236,0.1268,0.1958
418,0,1.1758,0.7098,0,s6,0.7903,1.1758,0.1633
419,0,0.8633,0.5818,0,s6,0.6864,0.8633,0.1958
420,0,0.5859,0.2784,0,s6,0.1579,0.0915,0.5859
421,0,0.6835,0.4518,0,s6,0.3925,0.2795,0.6835
422,0,0.3015,0.1349,0,s6,0.0374,0.3015,0.0658
423,0,0.4526,0.2986,0,s6,0.4526,0.4424,0.0008
424,0,0.6654,0.2765,0,s6,0.6654,0.0674,0.0967
425,0,2.555,1.3948,0,s6,2.555,1.5976,0.0317
426,0,1.1176,0.4781,0,s6,1.1176,0.0882,0.2284
427,0,0.9534,0.5634,0,s6,0.4433,0.9534,0.2934
428,0,0.9603,0.3703,0,s6,0.1499,0.9603,0.0008
429,0,0.6589,0.506,0,s6,0.5983,0.6589,0.2609
430,0,1.3198,0.6646,0,s6,1.3198,0.3805,0.2934
431,0,0.7534,0.321,0,s6,0.2089,0.7534,0.0008
432,0,2.4834,1.0314,0,s6,2.4834,0.5125,0.0983
433,0,0.7173,0.3278,0,s6,0.7173,0.2327,0.0333
434,0,0.5659,0.4423,0,s6,0.2725,0.5659,0.4884
435,0,0.9636,0.5205,0,s6,0.9636,0.597,0.0008
436,0,0.5647,0.3215,0,s6,0.3014,0.5647,0.0983
437,0,0.8303,0.4262,0,s6,0.4475,0.8303,0.0008
438,0,0.6092,0.5399,0,s6,0.5545,0.6092,0.4559
439,0,0.833,0.3967,0,s6,0.2603,0.833,0.0967
440,0,0.6944,0.4963,0,s6,0.5352,0.6944,0.2593
441,0,0.2284,0.0992,0,s6,0.0616,0.0075,0.2284
442,0,0.7972,0.5262,0,s6,0.7972,0.6847,0.0967
443,0,1.5273,0.5967,0,s6,1.5273,0.1969,0.0658
444,0,1.9328,1.1264,0,s6,1.9328,1.4148,0.0317
445,0,0.4234,0.197,0,s6,0.0159,0.1517,0.4234
446,0,0.5941,0.493,0,s6,0.5941,0.5915,0.2934
447,0,0.8292,0.4417,0,s6,0.3343,0.8292,0.1617
448,0,0.7103,0.4221,0,s6,0.4903,0.7103,0.0658
449,0,0.8382,0.6027,0,s6,0.7105,0.8382,0.2593
450,0,0.6479,0.3647,0,s6,0.4455,0.6479,0.0008
451,0,0.6245,0.3339,0,s6,0.3454,0.6245,0.0317
452,0,0.5036,0.3865,0,s6,0.2975,0.5036,0.3584
453,0,0.7959,0.6418,0,s6,0.771,0.7959,0.3584
454,0,1.4019,0.6915,0,s6,1.4019,0.4133,0.2593
455,0,0.5578,0.299,0,s6,0.5578,0.2084,0.1308
456,0,0.409,0.2836,0,s6,0.409,0.3759,0.0658
457,0,0.2824,0.2159,0,s6,0.2824,0.1368,0.2284
458,0,0.5263,0.3541,0,s6,0.5263,0.3727,0.1633
459,0,0.7135,0.2827,0,s6,0.7135,0.1014,0.0333
460,0,1.1554,0.4377,0,s6,1.1554,0.0284,0.1292
461,0,0.846,0.4895,0,s6,0.207,0.4155,0.846
462,0,0.4218,0.3753,0,s6,0.3456,0.4218,0.3584
463,0,0.6521,0.3156,0,s6,0.0662,0.6521,0.2284
464,0,0.8582,0.482,0,s6,0.5545,0.8582,0.0333
465,0,0.5174,0.2604,0,s6,0.0044,0.5174,0.2593
466,0,1.0163,0.5621,0,s6,1.0163,0.6383,0.0317
467,0,0.6882,0.2989,0,s6,0.1103,0.6882,0.0983
468,0,0.6904,0.4284,0,s6,0.5305,0.6904,0.0642
469,0,0.7889,0.4066,0,s6,0.0401,0.7889,0.3909
470,0,1.2149,0.7284,0,s6,1.2149,0.7111,0.2593
471,0,0.8729,0.3838,0,s6,0.0176,0.8729,0.2609
472,0,0.9179,0.3477,0,s6,0.9179,0.027,0.0983
473,0,0.7346,0.5014,0,s6,0.7346,0.4113,0.3584
474,0,0.8039,0.5566,0,s6,0.7351,0.8039,0.1308
475,0,1.0076,0.7592,0,s6,1.0076,0.8807,0.3893
476,0,0.8598,0.5306,0,s6,0.5378,0.8598,0.1942
477,0,0.7959,0.3051,0,s6,0.086,0.7959,0.0333
478,0,0.4767,0.3414,0,s6,0.4767,0.4508,0.0967
479,0,0.6392,0.3927,0,s6,0.3756,0.6392,0.1633
480,0,0.97,0.7766,0,s6,0.97,0.6764,0.6835
481,0,0.244,0.1772,0,s6,0.1244,0.244,0.1633
482,0,0.5178,0.2365,0,s6,0.1599,0.5178,0.0317
483,0,0.8566,0.5012,0,s6,0.2885,0.8566,0.3584
484,0,0.6788,0.4061,0,s6,0.5386,0.6788,0.0008
485,0,0.8423,0.423,0,s6,0.0684,0.8423,0.3584
486,0,0.5579,0.3708,0,s6,0.1312,0.5579,0.4234
487,0,0.8575,0.5301,0,s6,0.342,0.8575,0.3909
488,0,0.9943,0.6604,0,s6,0.9943,0.7276,0.2593
489,0,0.506,0.3783,0,s6,0.506,0.433,0.1958
490,0,0.5208,0.2977,0,s6,0.0463,0.5208,0.3259
491,0,1.8152,0.6598,0,s6,1.8152,0.1308,0.0333
492,0,0.8088,0.3514,0,s6,0.0495,0.8088,0.1958
493,0,0.8082,0.5459,0,s6,0.8082,0.3412,0.4884
494,0,0.8045,0.5442,0,s6,0.8045,0.5346,0.2934
495,0,0.8963,0.4043,0,s6,0.0556,0.8963,0.2609
496,0,1.3299,0.8366,0,s6,1.3299,0.7256,0.4543
497,0,0.7114,0.3079,0,s6,0.179,0.7114,0.0333
498,0,0.776,0.4029,0,s6,0.432,0.776,0.0008
499,0,0.5908,0.3195,0,s6,0.5908,0.0742,0.2934
500,0,1.0906,0.7366,0,s6,0.8909,1.0906,0.2284
501,0,0.6274,0.4595,0,s6,0.5877,0.6274,0.1633
502,0,0.4411,0.2952,0,s6,0.4411,0.1837,0.2609
503,0,1.2318,0.6871,0,s6,1.2318,0.3411,0.4884
504,0,1.7466,0.8794,0,s6,1.7466,0.6632,0.2284
505,0,1.2534,0.5939,0,s6,1.2534,0.235,0.2934
506,0,0.4357,0.3548,0,s6,0.4357,0.4002,0.2284
507,0,0.6759,0.3428,0,s6,0.6759,0.2218,0.1308
508,0,0.7874,0.3825,0,s6,0.2634,0.7874,0.0967
509,0,0.4469,0.235,0,s6,0.4469,0.1289,0.1292
510,0,1.7566,1.0429,0,s6,1.7566,1.2087,0.1633
511,0,0.769,0.4206,0,s6,0.167,0.769,0.3259
512,0,0.6237,0.3526,0,s6,0.305,0.6237,0.1292
513,0,0.8466,0.39,0,s6,0.1927,0.8466,0.1308
514,0,0.7606,0.3192,0,s6,0.1637,0.7606,0.0333
515,0,0.5534,0.3395,0,s6,0.1288,0.3362,0.5534
516,0,0.4677,0.2685,0,s6,0.0769,0.4677,0.2609
517,0,0.5865,0.3653,0,s6,0.4435,0.5865,0.0658
518,0,0.631,0.482,0,s6,0.631,0.6193,0.1958
519,0,0.5093,0.3517,0,s6,0.1875,0.5093,0.3584
520,0,0.8156,0.4569,0,s6,0.8156,0.5217,0.0333
521,0,1.3488,0.7232,0,s6,1.3488,0.2674,0.5534
522,0,0.945,0.621,0,s6,0.8538,0.945,0.0642
523,0,0.7972,0.5166,0,s6,0.7972,0.3617,0.3909
524,0,0.7061,0.4386,0,s6,0.4464,0.7061,0.1633
525,0,0.7104,0.442,0,s6,0.1922,0.7104,0.4234
526,0,0.8088,0.4719,0,s6,0.8088,0.5427,0.0642
527,0,0.8917,0.5025,0,s6,0.8917,0.4851,0.1308
528,0,0.5709,0.4073,0,s6,0.39,0.5709,0.2609
529,0,0.6948,0.3715,0,s6,0.1262,0.6948,0.2934
530,0,0.9574,0.4645,0,s6,0.9574,0.3052,0.1308
531,0,0.5353,0.4409,0,s6,0.5353,0.3965,0.3909
532,0,1.4695,0.8052,0,s6,1.4695,0.6526,0.2934
533,0,1.8158,0.7814,0,s6,1.8158,0.2349,0.2934
534,0,2.1194,0.867,0,s6,2.1194,0.1881,0.2934
535,0,0.781,0.5709,0,s6,0.3902,0.5415,0.781
536,0,0.64,0.3295,0,s6,0.64,0.3151,0.0333
537,0,0.5138,0.4241,0,s6,0.5138,0.4975,0.2609
538,0,0.5651,0.3809,0,s6,0.4158,0.5651,0.1617
539,0,0.9074,0.3515,0,s6,0.0488,0.9074,0.0983
540,0,0.3584,0.2637,0,s6,0.3106,0.122,0.3584
541,0,1.4621,0.707,0,s6,1.4621,0.5948,0.0642
542,0,0.8672,0.4026,0,s6,0.8672,0.2423,0.0983
543,0,0.5859,0.3556,0,s6,0.1192,0.3616,0.5859
544,0,0.835,0.4985,0,s6,0.835,0.6273,0.0333
545,0,0.688,0.2728,0,s6,0.0338,0.688,0.0967
546,0,0.825,0.3289,0,s6,0.0959,0.825,0.0658
547,0,0.804,0.4205,0,s6,0.3933,0.804,0.0642
548,0,0.799,0.4481,0,s6,0.4471,0.799,0.0983
549,0,0.4189,0.3251,0,s6,0.3281,0.4189,0.2284
550,0,0.7016,0.4126,0,s6,0.7016,0.5353,0.0008
551,0,0.5074,0.4357,0,s6,0.4755,0.5074,0.3243
552,0,0.4603,0.3223,0,s6,0.3109,0.4603,0.1958
553,0,0.9999,0.5147,0,s6,0.9999,0.1875,0.3568
554,0,0.7252,0.4169,0,s6,0.3314,0.7252,0.1942
555,0,0.4551,0.337,0,s6,0.4551,0.4268,0.1292
556,0,0.5922,0.4159,0,s6,0.4287,0.5922,0.2268
557,0,0.8571,0.568,0,s6,0.6201,0.8571,0.2268
558,0,0.7912,0.489,0,s6,0.7912,0.3839,0.2918
559,0,0.5478,0.2579,0,s6,0.1601,0.5478,0.0658
560,0,0.4284,0.3291,0,s6,0.3971,0.4284,0.1617
561,0,0.758,0.5079,0,s6,0.6673,0.758,0.0983
562,0,0.9712,0.5889,0,s6,0.9712,0.4063,0.3893
563,0,0.7592,0.5231,0,s6,0.7592,0.7117,0.0983
564,0,0.3259,0.2481,0,s6,0.2136,0.2047,0.3259
565,0,0.5859,0.452,0,s6,0.4897,0.2805,0.5859
566,0,0.7135,0.4485,0,s6,0.4037,0.7135,0.2284
567,0,0.7818,0.4709,0,s6,0.4677,0.7818,0.1633
568,0,0.8479,0.5346,0,s6,0.8479,0.6917,0.0642
569,0,0.6323,0.3719,0,s6,0.4177,0.6323,0.0658
570,0,0.7514,0.3063,0,s6,0.0042,0.7514,0.1633
571,0,0.4381,0.4059,0,s6,0.4381,0.4211,0.3584
572,0,0.1633,0.1336,0,s6,0.0803,0.1573,0.1633
573,0,0.6391,0.3986,0,s6,0.2648,0.6391,0.2918
574,0,0.8982,0.5716,0,s6,0.8982,0.5882,0.2284
575,0,0.7518,0.3834,0,s6,0.2026,0.7518,0.1958
576,0,0.6509,0.2889,0,s6,0.0472,0.1685,0.6509
577,0,0.8817,0.4228,0,s6,0.1925,0.8817,0.1942
578,0,0.8969,0.5331,0,s6,0.8969,0.5081,0.1942
579,0,0.3374,0.2004,0,s6,0.3374,0.0354,0.2284
580,0,1.3902,0.7412,0,s6,1.3902,0.5092,0.3243
581,0,0.731,0.6149,0,s6,0.731,0.7227,0.3909
582,0,0.4267,0.2797,0,s6,0.4267,0.1189,0.2934
583,0,0.8135,0.5601,0,s6,0.6101,0.2568,0.8135
584,0,0.54,0.3218,0,s6,0.0345,0.54,0.3909
585,0,0.397,0.1972,0,s6,0.0638,0.397,0.1308
586,0,0.9612,0.3889,0,s6,0.0096,0.9612,0.1958
587,0,0.3584,0.2387,0,s6,0.2118,0.1459,0.3584
588,0,0.7775,0.3777,0,s6,0.2574,0.7775,0.0983
589,0,0.8625,0.6099,0,s6,0.7729,0.8625,0.1942
590,0,0.8849,0.5937,0,s6,0.8305,0.8849,0.0658
591,0,0.5531,0.3689,0,s6,0.5531,0.3904,0.1633
592,0,0.9165,0.4944,0,s6,0.9165,0.5351,0.0317
593,0,0.615,0.503,0,s6,0.615,0.5355,0.3584
594,0,0.9418,0.5736,0,s6,0.9418,0.3556,0.4234
595,0,0.6117,0.5138,0,s6,0.3763,0.6117,0.5534
596,0,1.2069,0.5824,0,s6,1.2069,0.4437,0.0967
597,0,0.9346,0.503,0,s6,0.9346,0.4761,0.0983
598,0,0.5203,0.3715,0,s6,0.1709,0.5203,0.4234
599,0,0.4222,0.2855,0,s6,0.4222,0.2384,0.1958
600,0,0.5534,0.2342,0,s6,0.0354,0.1137,0.5534
601,0,0.9257,0.5719,0,s6,0.9257,0.0415,0.7485
602,0,0.781,0.5382,0,s6,0.4655,0.368,0.781
603,0,0.5859,0.2762,0,s6,0.1532,0.0894,0.5859
604,0,0.8267,0.6622,0,s6,0.8267,0.4764,0.6835
605,0,0.4356,0.3698,0,s6,0.2504,0.4356,0.4234
606,0,0.725,0.3724,0,s6,0.0338,0.725,0.3584
607,0,0.6573,0.4894,0,s6,0.615,0.6573,0.1958
608,0,1.2589,0.8163,0,s6,1.2589,0.7016,0.4884
609,0,0.9413,0.6199,0,s6,0.9413,0.6266,0.2918
610,0,1.2751,0.5884,0,s6,1.2751,0.4242,0.0658
611,0,1.2368,0.7414,0,s6,1.2368,0.4015,0.5859
612,0,0.8873,0.641,0,s6,0.8741,0.8873,0.1617
613,0,0.8312,0.5206,0,s6,0.8312,0.7299,0.0008
614,0,0.6444,0.5812,0,s6,0.6444,0.5783,0.5209
615,0,1.1967,0.6185,0,s6,1.1967,0.4972,0.1617
616,0,0.7727,0.473,0,s6,0.5154,0.7727,0.1308
617,0,0.6973,0.3674,0,s6,0.1439,0.6973,0.2609
618,0,0.8325,0.5825,0,s6,0.8325,0.7208,0.1942
619,0,0.8034,0.3803,0,s6,0.8034,0.0441,0.2934
620,0,0.4234,0.2737,0,s6,0.021,0.3766,0.4234
621,0,0.8055,0.4825,0,s6,0.8055,0.4137,0.2284
622,0,0.8751,0.6024,0,s6,0.8751,0.4437,0.4884
623,0,1.2083,0.7853,0,s6,1.2083,0.5291,0.6184
624,0,1.2015,0.5435,0,s6,1.2015,0.0382,0.3909
625,0,0.729,0.3972,0,s6,0.3318,0.729,0.1308
626,0,0.8174,0.5254,0,s6,0.3696,0.8174,0.3893
627,0,0.7531,0.5545,0,s6,0.3895,0.7531,0.5209
628,0,0.5469,0.2722,0,s6,0.238,0.5469,0.0317
629,0,0.7411,0.3171,0,s6,0.0469,0.7411,0.1633
630,0,0.7531,0.5847,0,s6,0.3174,0.7531,0.6835
631,0,0.7417,0.4208,0,s6,0.1315,0.7417,0.3893
632,0,0.5209,0.2701,0,s6,0.0302,0.5209,0.2593
633,0,0.6835,0.5186,0,s6,0.4239,0.4483,0.6835
634,0,0.7103,0.3411,0,s6,0.1513,0.7103,0.1617
635,0,0.7935,0.4019,0,s6,0.0553,0.7935,0.3568
636,0,0.6436,0.4074,0,s6,0.6436,0.3502,0.2284
637,0,0.9494,0.6477,0,s6,0.9494,0.6353,0.3584
638,0,0.8275,0.4296,0,s6,0.3956,0.8275,0.0658
639,0,0.6,0.3739,0,s6,0.1958,0.6,0.3259
640,0,0.6674,0.4694,0,s6,0.4165,0.6674,0.3243
641,0,0.6101,0.2497,0,s6,0.1058,0.6101,0.0333
642,0,0.4578,0.2735,0,s6,0.2968,0.4578,0.0658
643,0,0.7525,0.3071,0,s6,0.0379,0.7525,0.1308
644,0,0.8921,0.56,0,s6,0.3969,0.8921,0.3909
645,0,0.623,0.3258,0,s6,0.0611,0.623,0.2934
646,0,0.5149,0.4305,0,s6,0.5149,0.4523,0.3243
647,0,0.5252,0.3055,0,s6,0.0019,0.5252,0.3893
648,0,0.8382,0.5849,0,s6,0.8382,0.3955,0.5209
649,0,0.7092,0.3991,0,s6,0.3588,0.7092,0.1292
650,0,0.5806,0.4462,0,s6,0.4011,0.5806,0.3568
651,0,0.5272,0.3779,0,s6,0.2497,0.5272,0.3568
652,0,0.716,0.639,0,s6,0.5145,0.6865,0.716
653,0,0.8181,0.7039,0,s6,0.8181,0.6751,0.6184
654,0,0.7531,0.5894,0,s6,0.6259,0.7531,0.3893
655,0,0.6935,0.4201,0,s6,0.1775,0.6935,0.3893
656,0,0.647,0.3227,0,s6,0.0942,0.647,0.2268
657,0,0.9992,0.5628,0,s6,0.9992,0.0383,0.6509
658,0,1.0889,0.6927,0,s6,1.0889,0.7607,0.2284
659,0,0.6965,0.4191,0,s6,0.2366,0.6965,0.3243
660,0,0.8366,0.5371,0,s6,0.8366,0.1564,0.6184
661,0,1.0145,0.6321,0,s6,1.0145,0.6551,0.2268
662,0,0.7093,0.5065,0,s6,0.6143,0.7093,0.1958
663,0,0.6359,0.4267,0,s6,0.6359,0.4175,0.2268
664,0,0.806,0.5826,0,s6,0.806,0.5833,0.3584
665,0,1.2809,0.4886,0,s6,1.2809,0.1517,0.0333
666,0,1.3697,0.5315,0,s6,1.3697,0.094,0.1308
667,0,1.7854,0.857,0,s6,1.7854,0.4273,0.3584
668,0,0.4745,0.2359,0,s6,0.1674,0.4745,0.0658
669,0,0.7061,0.3042,0,s6,0.0433,0.7061,0.1633
670,0,1.3914,0.6135,0,s6,1.3914,0.4484,0.0008
671,0,0.2609,0.1691,0,s6,0.128,0.1183,0.2609
672,0,1.2577,0.6773,0,s6,1.2577,0.6758,0.0983
673,0,1.001,0.6377,0,s6,1.001,0.3262,0.5859
674,0,0.941,0.594,0,s6,0.941,0.6468,0.1942
675,0,0.7293,0.5325,0,s6,0.2498,0.7293,0.6184
676,0,0.7783,0.4416,0,s6,0.4483,0.7783,0.0983
677,0,1.6951,0.871,0,s6,1.6951,0.8536,0.0642
678,0,0.7236,0.4445,0,s6,0.5783,0.7236,0.0317
679,0,0.8282,0.3996,0,s6,0.8282,0.274,0.0967
680,0,0.7497,0.5333,0,s6,0.7497,0.687,0.1633
681,0,2.1798,1.0803,0,s6,2.1798,1.0277,0.0333
682,0,0.7859,0.3052,0,s6,0.7859,0.0005,0.1292
683,0,0.4749,0.2901,0,s6,0.0712,0.4749,0.3243
684,0,0.8973,0.3746,0,s6,0.1624,0.8973,0.0642
685,0,0.823,0.3022,0,s6,0.052,0.823,0.0317
686,0,0.7055,0.2886,0,s6,0.1596,0.7055,0.0008
687,0,0.5927,0.2214,0,s6,0.0381,0.5927,0.0333
688,0,0.7552,0.4597,0,s6,0.3955,0.7552,0.2284
689,0,0.6512,0.4329,0,s6,0.1266,0.6512,0.5209
690,0,0.6226,0.5379,0,s6,0.6018,0.6226,0.3893
691,0,0.6822,0.4676,0,s6,0.2989,0.6822,0.4218
692,0,1.6364,0.691,0,s6,1.6364,0.2748,0.1617
693,0,1.8056,0.7316,0,s6,1.8056,0.2925,0.0967
694,0,0.4822,0.3437,0,s6,0.4822,0.3873,0.1617
695,0,1.3205,0.4833,0,s6,1.3205,0.0001,0.1292
696,0,0.8106,0.4158,0,s6,0.4035,0.8106,0.0333
697,0,0.9649,0.4793,0,s6,0.2772,0.9649,0.1958
698,0,0.5022,0.2093,0,s6,0.125,0.5022,0.0008
699,0,0.4457,0.2871,0,s6,0.0571,0.4457,0.3584
700,0,0.9053,0.5048,0,s6,0.9053,0.5759,0.0333
701,0,0.5209,0.3694,0,s6,0.2291,0.3581,0.5209
702,0,0.684,0.4334,0,s6,0.684,0.5521,0.0642
703,0,1.5199,0.5624,0,s6,1.5199,0.1015,0.0658
704,0,1.6126,0.6187,0,s6,1.6126,0.2117,0.0317
705,0,0.773,0.4284,0,s6,0.773,0.2513,0.2609
706,0,0.8785,0.7495,0,s6,0.6321,0.7379,0.8785
707,0,1.2689,1.0655,0,s6,1.2689,1.0165,0.911
708,0,0.9924,0.6532,0,s6,0.3489,0.9924,0.6184
709,0,1.4483,0.7838,0,s6,1.4483,0.2523,0.6509
710,0,0.1943,0.1204,0,s6,0.1943,0.0036,0.1633
711,0,2.7296,1.539,0,s6,2.7296,1.6281,0.2593
712,0,2.9773,1.7177,0,s6,2.9773,2.11,0.0658
713,0,2.4604,1.2592,0,s6,2.4604,1.2206,0.0967
714,0,1.4859,0.6687,0,s6,1.4859,0.1292,0.3909
715,0,1.4034,0.557,0,s6,1.4034,0.0734,0.1942
716,0,1.4762,0.8074,0,s6,1.4762,0.8151,0.1308
717,0,0.4141,0.1968,0,s6,0.0455,0.4141,0.1308
718,0,0.7357,0.4111,0,s6,0.3993,0.7357,0.0983
719,0,0.9003,0.4503,0,s6,0.1571,0.9003,0.2934
720,0,0.2934,0.2022,0,s6,0.1921,0.121,0.2934
721,0,1.9978,1.0042,0,s6,1.9978,0.8531,0.1617
722,0,0.7261,0.364,0,s6,0.0076,0.7261,0.3584
723,0,0.5534,0.3138,0,s6,0.0201,0.3679,0.5534
724,0,0.8636,0.3728,0,s6,0.1239,0.8636,0.1308
725,0,0.6164,0.2977,0,s6,0.1799,0.6164,0.0967
726,0,0.7035,0.3278,0,s6,0.1816,0.7035,0.0983
727,0,0.6945,0.3695,0,s6,0.3498,0.6945,0.0642
728,0,0.7056,0.2922,0,s6,0.0403,0.7056,0.1308
729,0,0.4234,0.393,0,s6,0.344,0.4117,0.4234
730,0,0.9785,0.5024,0,s6,0.3655,0.9785,0.1633
731,0,0.6351,0.4084,0,s6,0.2332,0.6351,0.3568
732,0,0.6888,0.3629,0,s6,0.0756,0.6888,0.3243
733,0,0.5209,0.4763,0,s6,0.3929,0.5151,0.5209
734,0,1.0674,0.6026,0,s6,1.0674,0.4471,0.2934
735,0,1.0359,0.6207,0,s6,1.0359,0.2078,0.6184
736,0,0.8555,0.5151,0,s6,0.8555,0.3979,0.2918
737,0,1.6384,0.6727,0,s6,1.6384,0.314,0.0658
738,0,2.6378,1.5089,0,s6,2.6378,1.6932,0.1958
739,0,0.4649,0.3258,0,s6,0.4649,0.0566,0.4559
740,0,0.6801,0.4159,0,s6,0.1116,0.6801,0.4559
741,0,0.5153,0.3669,0,s6,0.5153,0.3244,0.2609
742,0,1.4846,0.5593,0,s6,1.4846,0.1616,0.0317
743,0,1.005,0.5787,0,s6,1.005,0.5026,0.2284
744,0,0.6954,0.5235,0,s6,0.5182,0.6954,0.3568
745,0,0.769,0.4121,0,s6,0.3366,0.769,0.1308
746,0,0.7074,0.502,0,s6,0.7019,0.7074,0.0967
747,0,0.4874,0.3142,0,s6,0.4219,0.4874,0.0333
748,0,1.033,0.6306,0,s6,1.033,0.3705,0.4884
749,0,0.9393,0.5085,0,s6,0.5219,0.9393,0.0642
750,0,0.5529,0.2132,0,s6,0.0226,0.5529,0.0642
751,0,0.8497,0.3542,0,s6,0.1811,0.8497,0.0317
752,0,0.7411,0.4675,0,s6,0.4997,0.7411,0.1617
753,0,0.8549,0.3026,0,s6,0.0197,0.8549,0.0333
754,0,0.6917,0.5269,0,s6,0.5632,0.6917,0.3259
755,0,0.7072,0.4636,0,s6,0.5853,0.7072,0.0983
756,0,1.1651,0.8565,0,s6,1.1651,0.3959,1.0085
757,0,0.5218,0.2026,0,s6,0.5218,0.0203,0.0658
758,0,1.1871,0.486,0,s6,1.1871,0.2702,0.0008
759,0,1.2794,0.5151,0,s6,1.2794,0.1025,0.1633
760,0,1.5787,0.745,0,s6,1.5787,0.3628,0.2934
761,0,1.0561,0.6165,0,s6,1.0561,0.6317,0.1617
762,0,1.5602,0.7849,0,s6,1.5602,0.6637,0.1308
763,0,1.3616,0.5314,0,s6,1.3616,0.1035,0.1292
764,0,1.7449,0.6696,0,s6,1.7449,0.1997,0.0642
765,0,0.9572,0.5795,0,s6,0.9572,0.7156,0.0658
766,0,0.8536,0.6343,0,s6,0.7574,0.8536,0.2918
767,0,0.7941,0.3539,0,s6,0.2669,0.7941,0.0008
768,0,0.823,0.5714,0,s6,0.5004,0.823,0.3909
769,0,0.8412,0.4806,0,s6,0.2437,0.8412,0.3568
770,0,0.4853,0.2778,0,s6,0.2839,0.4853,0.0642
771,0,2.1933,1.2924,0,s6,2.1933,1.423,0.2609
772,0,0.8214,0.5535,0,s6,0.8214,0.5781,0.2609
773,0,0.3568,0.2135,0,s6,0.0944,0.1893,0.3568
774,0,0.3612,0.2529,0,s6,0.3009,0.3612,0.0967
775,0,0.9198,0.4655,0,s6,0.9198,0.2175,0.2593
776,0,0.8114,0.3451,0,s6,0.2231,0.8114,0.0008
777,0,0.63,0.3934,0,s6,0.63,0.4209,0.1292
778,0,0.6157,0.3166,0,s6,0.0732,0.6157,0.2609
779,0,0.705,0.5933,0,s6,0.6855,0.705,0.3893
780,0,0.8793,0.6633,0,s6,0.8512,0.8793,0.2593
781,0,0.7504,0.4723,0,s6,0.7504,0.5698,0.0967
782,0,0.8127,0.3485,0,s6,0.1346,0.8127,0.0983
783,0,0.7882,0.4974,0,s6,0.3781,0.7882,0.3259
784,0,1.0411,0.6236,0,s6,1.0411,0.4388,0.3909
785,0,0.5664,0.2607,0,s6,0.2149,0.5664,0.0008
786,0,0.8412,0.3794,0,s6,0.1662,0.8412,0.1308
787,0,1.3365,0.7137,0,s6,1.3365,0.5777,0.2268
788,0,0.7609,0.4087,0,s6,0.2367,0.7609,0.2284
789,0,0.907,0.513,0,s6,0.2736,0.907,0.3584
790,0,0.8046,0.4072,0,s6,0.2538,0.8046,0.1633
791,0,0.7551,0.3882,0,s6,0.3778,0.7551,0.0317
792,0,0.9413,0.385,0,s6,0.1155,0.9413,0.0983
793,0,1.0262,0.674,0,s6,1.0262,0.6375,0.3584
794,0,0.7557,0.3938,0,s6,0.2298,0.7557,0.1958
795,0,0.779,0.5118,0,s6,0.3329,0.779,0.4234
796,0,0.6351,0.3486,0,s6,0.3125,0.6351,0.0983
797,0,0.8174,0.4048,0,s6,0.1035,0.8174,0.2934
798,0,0.9074,0.5211,0,s6,0.6241,0.9074,0.0317
799,0,0.5888,0.3593,0,s6,0.1307,0.5888,0.3584
800,0,0.5288,0.3947,0,s6,0.2968,0.5288,0.3584
801,0,0.8266,0.6354,0,s6,0.8266,0.4287,0.6509
802,0,0.7997,0.4637,0,s6,0.4606,0.7997,0.1308
803,0,1.3126,0.6019,0,s6,1.3126,0.1347,0.3584
804,0,0.9757,0.5664,0,s6,0.9757,0.5602,0.1633
805,0,0.8489,0.6558,0,s6,0.6951,0.8489,0.4234
806,0,1.2435,0.5873,0,s6,1.2435,0.4542,0.0642
807,0,0.8166,0.5821,0,s6,0.8166,0.6703,0.2593
808,0,1.4578,0.5926,0,s6,1.4578,0.2559,0.0642
809,0,0.645,0.4585,0,s6,0.645,0.5021,0.2284
810,0,0.4154,0.2329,0,s6,0.4154,0.1201,0.1633
811,0,1.3152,0.5943,0,s6,1.3152,0.4359,0.0317
812,0,0.5942,0.3755,0,s6,0.2714,0.5942,0.2609
813,0,1.1759,0.5417,0,s6,1.1759,0.3185,0.1308
814,0,1.4118,0.8048,0,s6,1.4118,0.8393,0.1633
815,0,0.6392,0.3923,0,s6,0.3436,0.6392,0.1942
816,0,0.7922,0.4305,0,s6,0.1424,0.7922,0.3568
817,0,0.6389,0.4317,0,s6,0.2977,0.6389,0.3584
818,0,0.9182,0.3517,0,s6,0.0726,0.9182,0.0642
819,0,0.4979,0.2504,0,s6,0.4979,0.1567,0.0967
820,0,1.1751,0.76,0,s6,1.1751,0.3888,0.716
821,0,0.3021,0.1233,0,s6,0.0345,0.3021,0.0333
822,0,0.787,0.4208,0,s6,0.1495,0.787,0.3259
823,0,0.3258,0.1683,0,s6,0.1474,0.3258,0.0317
824,0,0.4939,0.1928,0,s6,0.4939,0.0838,0.0008
825,0,1.3632,0.666,0,s6,1.3632,0.0488,0.5859
826,0,0.6259,0.411,0,s6,0.6259,0.3153,0.2918
