window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,iforest_score,iforest_pred,pred_fusion2,pred_fusion3,pred_fusion1
171,0,0.9497,0,0.0,0.0,0.0,0.0,1.457,0.0,1.2773,0.0,2.2962,0,0.0,0,none,0,0.013993055239761965,1,0,0,0
172,0,0.8194,0,0.8853,0.0,1.1346,0.0,0.949,0.0,2.0064,0.0,3.105,1,0.25,1,low,0,0.032362127502268245,1,0,0,1
173,0,0.3644,0,1.3108,0.0,0.8606,0.0,0.673,0.0,0.3681,0.0,0.542,0,0.0,0,none,0,-0.029933919709186685,0,0,0,0
174,0,0.6292,0,0.0,0.0,0.6265,0.0,0.8737,0.0,0.1757,0.0,1.7548,0,0.0,0,none,0,-0.010403912403454618,0,0,0,0
175,0,2.7699,0,0.3362,0.0,0.8606,0.0,0.7283,0.0,0.3644,0.0,0.4884,0,0.0,0,none,0,0.06052925097139367,1,0,0,0
176,0,0.4323,0,0.0,0.0,0.5866,0.0,0.6479,0.0,0.2732,0.0,0.5226,0,0.0,0,none,0,-0.0374276842109586,0,0,0,0
177,0,0.7248,0,0.0,0.0,1.1761,0.0,1.3477,0.0,0.55,0.0,1.2177,0,0.0,0,none,0,-0.04317440996415234,0,0,0,0
178,0,1.5022,0,0.0,0.0,1.0661,0.0,1.0334,0.0,0.4556,0.0,0.9964,0,0.0,0,none,0,-0.009294805023494945,0,0,0,0
179,0,0.2436,0,0.0,0.0,0.7121,0.0,0.6788,0.0,0.5468,0.0,0.8687,0,0.0,0,none,0,-0.019080825647941058,0,0,0,0
180,0,2.4753,0,0.0,0.0,1.2423,0.0,3.4208,1.0,0.0,0.0,1.0303,0,0.5,1,low,0,0.1332507165019532,1,0,0,1
181,0,0.6722,0,0.0,0.0,1.2627,0.0,3.5715,1.0,0.0,0.0,0.5765,0,0.5,1,low,0,0.07065560197643483,1,0,0,1
182,0,0.5685,0,0.0,0.0,1.5263,0.0,1.6826,0.0,0.0,0.0,0.82,0,0.0,0,none,0,-0.05300730479116583,0,0,0,0
183,0,0.4603,0,0.0,0.0,0.989,0.0,0.4898,0.0,0.7291,0.0,0.7998,0,0.0,0,none,0,-0.03943871220995104,0,0,0,0
184,0,0.444,0,0.8853,0.0,0.3956,0.0,1.1503,0.0,0.5468,0.0,0.6508,0,0.0,0,none,0,-0.06021365567923681,0,0,0,0
185,0,0.6482,0,0.0,0.0,1.2787,0.0,1.0089,0.0,0.0,0.0,0.8325,0,0.0,0,none,0,-0.0717750224945572,0,0,0,0
186,0,0.9772,0,0.0,0.0,0.8517,0.0,0.8641,0.0,0.7291,0.0,0.6334,0,0.0,0,none,0,-0.04468125822148861,0,0,0,0
187,0,0.5929,0,0.0,0.0,0.5778,0.0,0.6826,0.0,0.1757,0.0,1.4681,0,0.0,0,none,0,-0.027992306272547562,0,0,0,0
188,0,0.6887,0,0.0,0.0,0.0,0.0,2.2768,0.0,0.7291,0.0,0.7534,0,0.0,0,none,0,-0.022428323623181312,0,0,0,0
189,0,0.4804,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.5468,0.0,1.8504,0,0.0,0,none,0,0.02390426048967581,1,0,0,0
190,0,0.5411,0,0.0,0.0,0.2338,0.0,0.5832,0.0,0.182,0.0,0.5602,0,0.0,0,none,0,-0.04787855772319333,0,0,0,0
191,0,0.6352,0,0.0,0.0,0.9291,0.0,1.6826,0.0,0.3644,0.0,0.3259,0,0.0,0,none,0,-0.011941433185785721,0,0,0,0
192,0,0.6843,0,0.0,0.0,0.7142,0.0,1.1133,0.0,0.0,0.0,0.6712,0,0.0,0,none,0,-0.069117782148235,0,0,0,0
193,0,0.5982,0,0.0,0.0,1.7422,0.0,1.9485,0.0,0.5468,0.0,1.1256,0,0.0,0,none,0,-0.02688647442001918,0,0,0,0
194,0,0.3674,0,0.0,0.0,1.264,0.0,0.8337,0.0,0.7291,0.0,0.6509,0,0.0,0,none,0,-0.05035312889362509,0,0,0,0
195,0,1.5666,0,0.0,0.0,0.3812,0.0,0.8342,0.0,0.3644,0.0,1.121,0,0.0,0,none,0,0.004012824195924247,1,0,0,0
196,0,0.521,0,0.0,0.0,1.1539,0.0,0.5745,0.0,0.6409,0.0,0.6289,0,0.0,0,none,0,-0.05767937820857627,0,0,0,0
197,0,0.9028,0,0.0,0.0,0.9976,0.0,1.2037,0.0,1.0954,0.0,1.2869,0,0.0,0,none,0,-0.027179449073573003,0,0,0,0
198,0,0.7896,0,0.8853,0.0,1.1346,0.0,1.0585,0.0,0.3681,0.0,0.4234,0,0.0,0,none,0,-0.039986448722800494,0,0,0,0
199,0,0.7163,0,0.2128,0.0,0.3742,0.0,1.5172,0.0,0.3644,0.0,0.9036,0,0.0,0,none,0,-0.05809023950721187,0,0,0,0
200,0,0.7882,0,0.0,0.0,0.6638,0.0,0.9186,0.0,0.7291,0.0,0.3693,0,0.0,0,none,0,-0.037912913014870375,0,0,0,0
201,0,0.6389,0,0.0,0.0,1.5367,0.0,1.1188,0.0,0.6379,0.0,1.4122,0,0.0,0,none,0,-0.03830736681987801,0,0,0,0
202,0,0.6784,0,0.0,0.0,1.1346,0.0,2.0221,0.0,0.0,0.0,0.858,0,0.0,0,none,0,-0.034569208872273216,0,0,0,0
203,0,0.6666,0,0.0,0.0,0.7236,0.0,1.5128,0.0,0.7291,0.0,0.2284,0,0.0,0,none,0,0.004706884221016061,1,0,0,0
204,0,0.7161,0,0.0,0.0,1.2716,0.0,1.343,0.0,0.2732,0.0,0.9768,0,0.0,0,none,0,-0.05667433962842877,0,0,0,0
205,0,0.6688,0,0.0,0.0,0.7221,0.0,1.1803,0.0,0.4556,0.0,0.6247,0,0.0,0,none,0,-0.06771063070617939,0,0,0,0
206,0,0.6337,0,0.0,0.0,1.4682,0.0,1.2385,0.0,0.0,0.0,1.429,0,0.0,0,none,0,-0.03731900681452044,0,0,0,0
207,0,0.6657,0,0.0,0.0,1.2627,0.0,1.9485,0.0,0.5468,0.0,1.4392,0,0.0,0,none,0,-0.020082446397467812,0,0,0,0
208,0,0.6405,0,0.0,0.0,0.7252,0.0,1.343,0.0,0.7291,0.0,0.706,0,0.0,0,none,0,-0.07267998079393406,0,0,0,0
209,0,0.6885,0,0.0,0.0,1.2541,0.0,0.7614,0.0,0.0,0.0,0.5978,0,0.0,0,none,0,-0.05996742049485548,0,0,0,0
210,0,0.453,0,0.0,0.0,1.8107,0.0,0.0,0.0,0.6379,0.0,0.8345,0,0.0,0,none,0,0.0014601240230218138,1,0,0,0
211,0,0.6088,0,0.0,0.0,1.3312,0.0,0.8641,0.0,0.0,0.0,0.6069,0,0.0,0,none,0,-0.06508738013564691,0,0,0,0
212,0,0.4514,0,0.0,0.0,0.8606,0.0,1.2316,0.0,0.3644,0.0,0.6184,0,0.0,0,none,0,-0.054156172534770786,0,0,0,0
213,0,0.885,0,0.0,0.0,0.5866,0.0,0.8448,0.0,0.4556,0.0,0.5984,0,0.0,0,none,0,-0.04305382860603657,0,0,0,0
214,0,2.4621,0,0.3362,0.0,0.2353,0.0,1.1297,0.0,0.5468,0.0,0.8865,0,0.0,0,none,0,0.029373133078629654,1,0,0,0
215,0,2.2611,0,0.0,0.0,1.3448,0.0,2.1638,0.0,0.0,0.0,0.7829,0,0.0,0,none,0,0.06477586182038386,1,0,0,0
216,0,0.6222,0,0.0,0.0,0.8517,0.0,0.5308,0.0,0.0,0.0,1.0999,0,0.0,0,none,0,-0.03772142050812888,0,0,0,0
217,0,0.6519,0,0.0,0.0,0.9887,0.0,0.7044,0.0,0.0,0.0,0.7898,0,0.0,0,none,0,-0.06562442776573552,0,0,0,0
218,0,0.6562,0,0.0,0.0,1.2541,0.0,0.8849,0.0,0.0,0.0,0.6359,0,0.0,0,none,0,-0.06963679510098109,0,0,0,0
219,0,0.6089,0,0.0,0.0,1.3997,0.0,1.2098,0.0,0.0,0.0,1.155,0,0.0,0,none,0,-0.046308140447817725,0,0,0,0
220,0,0.4934,0,0.0,0.0,1.152,0.0,0.8337,0.0,0.0,0.0,0.8076,0,0.0,0,none,0,-0.05910633636790036,0,0,0,0
221,0,0.6782,0,0.0,0.0,0.8517,0.0,0.3751,0.0,0.0,0.0,0.745,0,0.0,0,none,0,-0.03957767905770687,0,0,0,0
222,0,0.6288,0,0.0,0.0,0.8378,0.0,0.9203,0.0,0.0,0.0,0.9075,0,0.0,0,none,0,-0.061265824702822436,0,0,0,0
223,0,0.6732,0,0.0,0.0,0.5343,0.0,1.0035,0.0,0.0,0.0,0.8947,0,0.0,0,none,0,-0.06340321128465876,0,0,0,0
224,0,0.6303,0,0.0,0.0,1.4682,0.0,1.8383,0.0,0.0,0.0,0.6414,0,0.0,0,none,0,-0.04370993986646016,0,0,0,0
225,0,0.4911,0,0.0,0.0,1.1471,0.0,1.0883,0.0,0.7291,0.0,1.1819,0,0.0,0,none,0,-0.03398629746619869,0,0,0,0
226,0,0.4746,0,0.0,0.0,1.0977,0.0,1.3478,0.0,0.4556,0.0,0.5578,0,0.0,0,none,0,-0.04889586501027049,0,0,0,0
227,0,0.3192,0,0.0,0.0,0.9291,0.0,1.2581,0.0,0.4556,0.0,1.0589,0,0.0,0,none,0,-0.025956545958845167,0,0,0,0
228,0,0.6149,0,0.0,0.0,0.5093,0.0,1.5093,0.0,0.5468,0.0,0.6116,0,0.0,0,none,0,-0.05787079173256693,0,0,0,0
229,0,0.4112,0,0.0,0.0,1.0844,0.0,0.8118,0.0,0.0,0.0,0.7461,0,0.0,0,none,0,-0.06035098564184932,0,0,0,0
230,0,0.63,0,0.0,0.0,1.3997,0.0,1.1188,0.0,0.6379,0.0,0.7769,0,0.0,0,none,0,-0.07074092817394645,0,0,0,0
231,0,0.584,0,0.0,0.0,0.7156,0.0,0.8707,0.0,0.4556,0.0,0.7899,0,0.0,0,none,0,-0.06901811346967729,0,0,0,0
232,0,0.5499,0,0.0,0.0,0.5284,0.0,1.1519,0.0,0.1757,0.0,0.5631,0,0.0,0,none,0,-0.060757017471664065,0,0,0,0
233,0,0.399,0,0.0,0.0,1.526,0.0,1.4951,0.0,0.5468,0.0,0.6592,0,0.0,0,none,0,-0.049419460753976074,0,0,0,0
234,0,0.5825,0,0.0,0.0,0.4978,0.0,0.627,0.0,0.2772,0.0,1.3024,0,0.0,0,none,0,-0.02705983006393986,0,0,0,0
235,0,0.5945,0,0.0,0.0,1.0661,0.0,0.5398,0.0,0.3644,0.0,1.1487,0,0.0,0,none,0,-0.032813071076346734,0,0,0,0
236,0,0.3811,0,0.0,0.0,0.7737,0.0,0.4406,0.0,0.6379,0.0,0.6184,0,0.0,0,none,0,-0.02120048454008905,0,0,0,0
237,0,0.2103,0,0.0,0.0,0.4682,0.0,0.6634,0.0,0.182,0.0,0.9121,0,0.0,0,none,0,-0.014570883774432608,0,0,0,0
238,0,0.7474,0,0.0,0.0,0.5343,0.0,1.2022,0.0,0.5468,0.0,0.7009,0,0.0,0,none,0,-0.07082105966178087,0,0,0,0
239,0,0.236,0,0.0,0.0,1.8856,0.0,1.0883,0.0,0.7291,0.0,0.5376,0,0.0,0,none,0,-0.015956887341438408,0,0,0,0
240,0,0.3822,0,0.0,0.0,1.7301,0.0,1.1192,0.0,0.0,0.0,0.642,0,0.0,0,none,0,-0.055551734466012026,0,0,0,0
241,0,0.6419,0,0.0,0.0,0.4408,0.0,1.364,0.0,0.7291,0.0,0.6222,0,0.0,0,none,0,-0.06733973242814562,0,0,0,0
242,0,0.5465,0,0.0,0.0,1.1257,0.0,0.7792,0.0,0.5468,0.0,0.527,0,0.0,0,none,0,-0.05267032327876442,0,0,0,0
243,0,0.3747,0,0.0,0.0,1.6508,0.0,0.7986,0.0,0.6379,0.0,0.5913,0,0.0,0,none,0,-0.04548506982339301,0,0,0,0
244,0,0.527,0,0.0,0.0,0.9887,0.0,0.9812,0.0,0.0,0.0,0.8197,0,0.0,0,none,0,-0.06978345981869394,0,0,0,0
245,0,0.6422,0,0.0,0.0,0.6463,0.0,0.5562,0.0,0.6379,0.0,0.8541,0,0.0,0,none,0,-0.051686683504181374,0,0,0,0
246,0,0.3624,0,0.0,0.0,1.6724,0.0,0.3929,0.0,0.7291,0.0,0.7785,0,0.0,0,none,0,-0.020301225361753772,0,0,0,0
247,0,0.4638,0,0.0,0.0,0.7832,0.0,1.5024,0.0,0.7291,0.0,0.6048,0,0.0,0,none,0,-0.048033188721724795,0,0,0,0
248,0,0.5221,0,0.0,0.0,0.5463,0.0,0.5786,0.0,0.1757,0.0,0.6664,0,0.0,0,none,0,-0.058801781326697666,0,0,0,0
249,0,2.681,0,0.0,0.0,0.8606,0.0,1.6486,0.0,0.182,0.0,0.6835,0,0.0,0,none,0,0.04497310560526868,1,0,0,0
250,0,0.4196,0,0.0,0.0,1.0856,0.0,1.0883,0.0,0.8227,0.0,1.2602,0,0.0,0,none,0,-0.026993702572476352,0,0,0,0
251,0,0.6768,0,0.0,0.0,0.7921,0.0,1.7675,0.0,0.7291,0.0,0.2284,0,0.0,0,none,0,0.013401366741803256,1,0,0,0
252,0,0.6225,0,0.0,0.0,1.4131,0.0,0.5806,0.0,0.0,0.0,0.5603,0,0.0,0,none,0,-0.05020265941838131,0,0,0,0
253,0,2.4457,0,0.3362,0.0,1.1346,0.0,1.4279,0.0,0.4556,0.0,0.1805,0,0.0,0,none,0,0.09307851020566416,1,0,0,0
254,0,0.6806,0,0.0,0.0,1.2031,0.0,2.0221,0.0,0.0,0.0,0.765,0,0.0,0,none,0,-0.037285584980864095,0,0,0,0
255,0,2.508,0,0.3362,0.0,1.1145,0.0,1.2113,0.0,0.1757,0.0,0.63,0,0.0,0,none,0,0.0374823744065359,1,0,0,0
256,0,1.1306,0,0.0,0.0,0.9976,0.0,1.8523,0.0,0.0,0.0,1.4457,0,0.0,0,none,0,-0.003057365968428205,0,0,0,0
257,0,0.6645,0,0.0,0.0,1.8107,0.0,1.4583,0.0,0.0,0.0,0.7565,0,0.0,0,none,0,-0.06628567696540305,0,0,0,0
258,0,1.8112,0,0.0,0.0,0.6739,0.0,2.3188,0.0,0.0,0.0,0.9592,0,0.0,0,none,0,0.05653646565044468,1,0,0,0
259,0,0.3218,0,0.0,0.0,0.595,0.0,0.9186,0.0,0.5468,0.0,0.6479,0,0.0,0,none,0,-0.04418414304855073,0,0,0,0
260,0,0.2041,0,0.0,0.0,0.4408,0.0,0.9334,0.0,0.7291,0.0,0.665,0,0.0,0,none,0,-0.02471767154776283,0,0,0,0
261,0,0.6783,0,0.0,0.0,0.8534,0.0,2.4412,0.0,0.0,0.0,0.4723,0,0.0,0,none,0,0.02682654060450923,1,0,0,0
262,0,0.6456,0,0.0,0.0,0.2442,0.0,1.0105,0.0,0.5468,0.0,0.4559,0,0.0,0,none,0,-0.051197490949423385,0,0,0,0
263,0,0.6974,0,0.0,0.0,1.626,0.0,0.8425,0.0,0.0,0.0,0.7184,0,0.0,0,none,0,-0.06842103682301676,0,0,0,0
264,0,0.6465,0,0.0,0.0,1.8107,0.0,1.9485,0.0,0.6379,0.0,0.9544,0,0.0,0,none,0,-0.034145086900615906,0,0,0,0
265,0,0.4863,0,0.0,0.0,1.1257,0.0,1.2037,0.0,0.3644,0.0,0.8582,0,0.0,0,none,0,-0.057594511519842295,0,0,0,0
266,0,0.6766,0,0.0,0.0,0.9291,0.0,1.8523,0.0,0.0,0.0,0.4903,0,0.0,0,none,0,-0.02463965645252919,0,0,0,0
267,0,0.6371,0,0.0,0.0,1.8107,0.0,1.9485,0.0,0.7291,0.0,0.8817,0,0.0,0,none,0,-0.041795125584282056,0,0,0,0
268,0,0.3525,0,0.0,0.0,0.9291,0.0,1.1732,0.0,0.6379,0.0,1.3959,0,0.0,0,none,0,-0.01347684884743322,0,0,0,0
269,0,0.6979,0,0.0,0.0,1.0273,0.0,1.343,0.0,0.0,0.0,0.6918,0,0.0,0,none,0,-0.07183035245759978,0,0,0,0
270,0,0.3997,0,0.0,0.0,1.3997,0.0,4.132,1.0,0.5468,0.0,0.5043,0,0.5,1,low,0,0.11205617748144792,1,0,0,1
271,0,0.343,0,0.0,0.0,1.07,0.0,0.525,0.0,0.4556,0.0,0.6509,0,0.0,0,none,0,-0.03842623838108078,0,0,0,0
272,0,0.8998,0,0.0,0.0,1.1072,0.0,1.5128,0.0,0.0,0.0,1.0896,0,0.0,0,none,0,-0.0347395266156067,0,0,0,0
273,0,0.6175,0,0.0,0.0,1.7422,0.0,3.4083,1.0,0.7291,0.0,0.8944,0,0.5,1,low,0,0.06591597893394674,1,0,0,1
274,0,0.5063,0,0.0,0.0,0.1072,0.0,0.8039,0.0,0.5468,0.0,0.7002,0,0.0,0,none,0,-0.06605380399180721,0,0,0,0
275,0,0.6496,0,0.0,0.0,1.8792,0.0,0.0,0.0,0.7291,0.0,1.5023,0,0.0,0,none,0,-0.005248695223543487,0,0,0,0
276,0,0.4263,0,0.0,0.0,0.9887,0.0,1.2037,0.0,0.2732,0.0,1.2267,0,0.0,0,none,0,-0.026996178484409383,0,0,0,0
277,0,0.6713,0,0.0,0.0,1.2503,0.0,1.0499,0.0,0.7291,0.0,0.9277,0,0.0,0,none,0,-0.05956439042974426,0,0,0,0
278,0,0.376,0,0.0,0.0,0.8298,0.0,0.8641,0.0,0.1757,0.0,0.485,0,0.0,0,none,0,-0.03255899506431159,0,0,0,0
279,0,0.3766,0,0.0,0.0,1.0273,0.0,0.949,0.0,1.1864,0.0,1.1574,0,0.0,0,none,0,-0.02237578655115524,0,0,0,0
280,0,0.4877,0,0.0,0.0,1.0661,0.0,0.7319,0.0,0.3681,0.0,0.5424,0,0.0,0,none,0,-0.04810136095272133,0,0,0,0
281,0,0.5352,0,0.2128,0.0,0.8606,0.0,0.4018,0.0,0.1863,0.0,0.4234,0,0.0,0,none,0,-0.007173346145897541,0,0,0,0
282,0,0.6252,0,0.8853,0.0,0.5093,0.0,0.8708,0.0,0.3644,0.0,0.5679,0,0.0,0,none,0,-0.06391631104729767,0,0,0,0
283,0,13.8024,1,1.3108,0.0,0.9291,0.0,1.6048,0.0,0.1863,0.0,0.6185,0,0.25,1,low,0,0.2649535301918532,1,0,0,1
284,0,0.6665,0,0.0,0.0,0.389,0.0,1.2113,0.0,0.4556,0.0,0.5682,0,0.0,0,none,0,-0.06012418244077855,0,0,0,0
285,0,2.2613,0,0.0,0.0,0.0,0.0,0.6639,0.0,0.0,0.0,2.2351,0,0.0,0,none,0,0.07424471317915726,1,0,0,0
286,0,0.6308,0,0.0,0.0,0.9103,0.0,0.6913,0.0,0.7291,0.0,0.8594,0,0.0,0,none,0,-0.06181146851369512,0,0,0,0
287,0,0.5014,0,0.0,0.0,1.2361,0.0,0.7763,0.0,0.4556,0.0,0.6699,0,0.0,0,none,0,-0.06262328812125184,0,0,0,0
288,0,0.6176,0,0.0,0.0,0.9786,0.0,1.2434,0.0,0.3644,0.0,1.0435,0,0.0,0,none,0,-0.057465902474466535,0,0,0,0
289,0,0.4751,0,0.0,0.0,1.2031,0.0,1.4279,0.0,0.7291,0.0,1.5294,0,0.0,0,none,0,-0.018512406943597015,0,0,0,0
290,0,0.6452,0,0.0,0.0,0.7259,0.0,0.9612,0.0,0.0,0.0,0.6507,0,0.0,0,none,0,-0.06980187579263702,0,0,0,0
291,0,0.5641,0,0.0,0.0,1.6832,0.0,1.9485,0.0,0.1757,0.0,0.7738,0,0.0,0,none,0,-0.04182354440420616,0,0,0,0
292,0,0.5412,0,0.0,0.0,0.0,0.0,2.4466,0.0,0.7291,0.0,1.6275,0,0.0,0,none,0,0.03262478911491168,1,0,0,0
293,0,0.5541,0,0.0,0.0,0.9887,0.0,0.8935,0.0,0.3644,0.0,0.7637,0,0.0,0,none,0,-0.07111278018322581,0,0,0,0
294,0,0.3053,0,0.0,0.0,0.7921,0.0,1.4279,0.0,0.6379,0.0,1.3711,0,0.0,0,none,0,-0.0029797256993122634,0,0,0,0
295,0,0.3371,0,0.0,0.0,1.0273,0.0,1.0035,0.0,0.0,0.0,0.7446,0,0.0,0,none,0,-0.05125183158174823,0,0,0,0
296,0,0.5072,0,0.0,0.0,1.5635,0.0,0.3554,0.0,0.5468,0.0,0.6479,0,0.0,0,none,0,-0.03081504388689288,0,0,0,0
297,0,0.4324,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.7291,0.0,1.3058,0,0.0,0,none,0,0.03134256034317989,1,0,0,0
298,0,1.4855,0,0.0,0.0,0.5866,0.0,0.6639,0.0,0.1757,0.0,0.5419,0,0.0,0,none,0,0.012469940368675825,1,0,0,0
299,0,0.271,0,0.0,0.0,1.0661,0.0,1.6826,0.0,0.4556,0.0,1.5372,0,0.0,0,none,0,0.017158790873210095,1,0,0,0
300,0,0.6501,0,0.0,0.0,1.2716,0.0,1.9372,0.0,0.3644,0.0,1.3364,0,0.0,0,none,0,-0.022868013908459883,0,0,0,0
301,0,0.5303,0,0.0,0.0,0.7802,0.0,0.9319,0.0,0.182,0.0,0.5672,0,0.0,0,none,0,-0.06226635339339298,0,0,0,0
302,0,3.1128,1,0.3362,0.0,1.5241,0.0,0.7535,0.0,0.182,0.0,0.5644,0,0.25,1,low,0,0.06447919494609455,1,0,0,1
303,0,1.3949,0,0.0,0.0,1.3191,0.0,0.8526,0.0,0.1757,0.0,0.9867,0,0.0,0,none,0,-0.013305060613590214,0,0,0,0
304,0,0.5414,0,0.0,0.0,1.1346,0.0,0.8337,0.0,0.459,0.0,1.0335,0,0.0,0,none,0,-0.05066709469896746,0,0,0,0
305,0,0.6757,0,0.0,0.0,0.1757,0.0,1.0035,0.0,0.0,0.0,0.8803,0,0.0,0,none,0,-0.06600549828819524,0,0,0,0
306,0,0.6642,0,0.0,0.0,1.1569,0.0,1.4279,0.0,0.0,0.0,0.9641,0,0.0,0,none,0,-0.05606161007545318,0,0,0,0
307,0,0.6816,0,0.0,0.0,1.2031,0.0,1.9372,0.0,0.7291,0.0,0.684,0,0.0,0,none,0,-0.04410878376896843,0,0,0,0
308,0,9.1321,1,0.3362,0.0,1.2423,0.0,0.9095,0.0,0.8227,0.0,0.8303,0,0.25,1,low,0,0.22836688708574693,1,0,0,1
309,0,0.7392,0,0.0,0.0,0.5866,0.0,3.246,1.0,0.459,0.0,0.2498,0,0.5,1,low,0,0.11190922823669791,1,0,0,1
310,0,0.3761,0,0.0,0.0,0.9372,0.0,0.6094,0.0,0.1863,0.0,0.7148,0,0.0,0,none,0,-0.04735397142097336,0,0,0,0
311,0,0.8693,0,0.0,0.0,1.1761,0.0,1.4279,0.0,0.0,0.0,0.6461,0,0.0,0,none,0,-0.051552876637829204,0,0,0,0
312,0,0.6815,0,0.0,0.0,1.8792,0.0,0.0,0.0,0.7291,0.0,0.6827,0,0.0,0,none,0,-0.026198053262973475,0,0,0,0
313,0,0.6229,0,0.0,0.0,1.0572,0.0,1.2027,0.0,0.4556,0.0,0.5188,0,0.0,0,none,0,-0.05339926544481399,0,0,0,0
314,0,0.4265,0,0.0,0.0,0.0,0.0,2.3617,0.0,0.0,0.0,0.5859,0,0.0,0,none,0,0.0126898416185377,1,0,0,0
315,0,0.6917,0,0.0,0.0,1.4682,0.0,1.0339,0.0,0.0,0.0,0.4613,0,0.0,0,none,0,-0.0501367314216396,0,0,0,0
316,0,0.4936,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.5468,0.0,0.6641,0,0.0,0,none,0,-0.033012823066271235,0,0,0,0
317,0,0.6245,0,0.0,0.0,0.9249,0.0,0.579,0.0,0.6379,0.0,0.7226,0,0.0,0,none,0,-0.06158493220526007,0,0,0,0
318,0,0.6594,0,0.0,0.0,0.8317,0.0,0.5328,0.0,0.0,0.0,0.6156,0,0.0,0,none,0,-0.05024801558141412,0,0,0,0
319,0,0.6976,0,0.0,0.0,1.2368,0.0,0.257,0.0,0.0,0.0,0.523,0,0.0,0,none,0,-0.010728706150430811,0,0,0,0
320,0,0.4251,0,0.0,0.0,0.5778,0.0,0.8726,0.0,0.6379,0.0,0.4915,0,0.0,0,none,0,-0.04095560984589247,0,0,0,0
321,0,0.8424,0,0.0,0.0,0.9388,0.0,1.1087,0.0,1.5505,0.0,1.0813,0,0.0,0,none,0,-0.04120967748092119,0,0,0,0
322,0,0.8961,0,0.0,0.0,1.2031,0.0,1.5612,0.0,2.6447,0.0,2.0791,0,0.0,0,none,0,0.015480843493578866,1,0,0,0
323,0,2.7709,0,0.3362,0.0,0.7574,0.0,0.6026,0.0,0.1863,0.0,0.2627,0,0.0,0,none,0,0.09637597498818029,1,0,0,0
324,0,2.7364,0,0.3362,0.0,0.6306,0.0,0.3671,0.0,0.7318,0.0,0.7153,0,0.0,0,none,0,0.05613685610275304,1,0,0,0
325,0,1.0525,0,0.0,0.0,0.5665,0.0,1.1111,0.0,0.0,0.0,0.7913,0,0.0,0,none,0,-0.048656574115863716,0,0,0,0
326,0,0.657,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.799,0,0.0,0,none,0,-0.023074825181089664,0,0,0,0
327,0,0.6805,0,0.0,0.0,0.6463,0.0,0.6177,0.0,0.0,0.0,0.8406,0,0.0,0,none,0,-0.05630398959093125,0,0,0,0
328,0,0.6346,0,0.0,0.0,1.7044,0.0,1.392,0.0,0.0,0.0,0.7759,0,0.0,0,none,0,-0.06829674366806066,0,0,0,0
329,0,0.6774,0,0.0,0.0,0.9202,0.0,1.8916,0.0,0.0,0.0,0.7327,0,0.0,0,none,0,-0.048595862113296584,0,0,0,0
330,0,0.914,0,0.0,0.0,1.2716,0.0,2.0221,0.0,0.0,0.0,0.8866,0,0.0,0,none,0,-0.02032029920810824,0,0,0,0
331,0,0.6647,0,0.0,0.0,1.1257,0.0,1.1651,0.0,0.7291,0.0,0.683,0,0.0,0,none,0,-0.06912020683209213,0,0,0,0
332,0,0.4871,0,0.0,0.0,0.7532,0.0,0.8739,0.0,0.0,0.0,0.8488,0,0.0,0,none,0,-0.06152627309883163,0,0,0,0
333,0,0.5743,0,0.0,0.0,0.5778,0.0,0.6316,0.0,0.0,0.0,0.8817,0,0.0,0,none,0,-0.05424916598064733,0,0,0,0
334,0,0.693,0,0.0,0.0,0.6551,0.0,1.1277,0.0,0.1757,0.0,0.4574,0,0.0,0,none,0,-0.04800907350864342,0,0,0,0
335,0,1.5593,0,0.0,0.0,0.0,0.0,1.4211,0.0,0.55,0.0,0.7587,0,0.0,0,none,0,-0.007712143924224646,0,0,0,0
336,0,0.9185,0,0.0,0.0,1.1346,0.0,1.6577,0.0,0.1757,0.0,0.8256,0,0.0,0,none,0,-0.03922280359222807,0,0,0,0
337,0,0.4502,0,0.0,0.0,0.9789,0.0,0.842,0.0,0.3681,0.0,0.6265,0,0.0,0,none,0,-0.059296052846320224,0,0,0,0
338,0,1.104,0,0.7618,0.0,0.8646,0.0,2.4089,0.0,0.182,0.0,0.5517,0,0.0,0,none,0,0.036857153274888754,1,0,0,0
339,0,0.3557,0,0.0,0.0,0.3812,0.0,1.0035,0.0,0.6379,0.0,0.5985,0,0.0,0,none,0,-0.04563326908572507,0,0,0,0
340,0,0.6337,0,0.0,0.0,1.1561,0.0,0.7117,0.0,0.0,0.0,0.7737,0,0.0,0,none,0,-0.06563374113852694,0,0,0,0
341,0,0.7029,0,0.0,0.0,1.7784,0.0,1.343,0.0,0.0,0.0,0.8106,0,0.0,0,none,0,-0.0657392911525998,0,0,0,0
342,0,0.6438,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.8661,0,0.0,0,none,0,-0.02262980251261465,0,0,0,0
343,0,0.5089,0,0.0,0.0,1.5367,0.0,1.9485,0.0,0.3644,0.0,0.8273,0,0.0,0,none,0,-0.03784038221347946,0,0,0,0
